AWB_ID,Origin,Final_Destination,Part,Total,Weather,Timestamp
AWBMLSVVC,HUB_PITESTI,HUB_BACAU,1,1,SUNNY,2026-01-24T12:00:00
AWBFBL33M,HUB_ORADEA,HUB_PLOIESTI,1,1,SUNNY,2026-01-24T12:00:00
AWB0P27TQ,HUB_TIMISOARA,HUB_CLUJ,1,1,SUNNY,2026-01-24T12:00:00
AWB6CP4EV,HUB_OTOPENI,HUB_ARAD,1,1,SUNNY,2026-01-24T12:00:00
AWBHAQI4C,HUB_BUCURESTI,HUB_PLOIESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBAWE719,HUB_PLOIESTI,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T12:00:00
AWBZ80KQV,HUB_ARAD,HUB_BACAU,1,1,SUNNY,2026-01-24T12:00:00
AWBYYSKK,HUB_CLUJ,HUB_ORADEA,1,1,SUNNY,2026-01-24T12:00:00
AWBILN9I2,HUB_SIBIU,HUB_CLUJ,1,1,SUNNY,2026-01-24T12:00:00
AWBD9XBF,HUB_IASI,HUB_SIBIU,1,1,SUNNY,2026-01-24T12:00:00
AWB6NAR3,HUB_ARAD,HUB_PLOIESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBH36XHH,HUB_BRASOV,HUB_BACAU,1,1,SUNNY,2026-01-24T12:00:00
AWBQW916K,HUB_CONSTANTA,HUB_ARAD,1,1,SUNNY,2026-01-24T12:00:00
AWBWRTP4,HUB_BUCURESTI,HUB_PITESTI,1,1,SUNNY,2026-01-24T12:00:00
AWB8BFY3,HUB_ARAD,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWB6A6IHI,HUB_CLUJ,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T12:00:00
AWBYMP3KB,HUB_OTOPENI,HUB_SIBIU,1,1,SUNNY,2026-01-24T12:00:00
AWB5DH7AO,HUB_OTOPENI,HUB_SIBIU,1,1,SUNNY,2026-01-24T12:00:00
AWBR2G8BH,HUB_ARAD,HUB_SIBIU,1,1,SUNNY,2026-01-24T12:00:00
AWB8R1S46,HUB_CRAIOVA,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBDSIUG,HUB_CONSTANTA,HUB_CRAIOVA,1,1,SUNNY,2026-01-24T12:00:00
AWBSM4AQ,HUB_IASI,HUB_SIBIU,1,1,SUNNY,2026-01-24T12:00:00
AWBH6L3TP,HUB_PITESTI,HUB_CRAIOVA,1,1,SUNNY,2026-01-24T12:00:00
AWBQY5CR,HUB_ARAD,HUB_CONSTANTA,1,1,SUNNY,2026-01-24T12:00:00
AWBF8CTP,HUB_ARAD,HUB_CRAIOVA,1,1,SUNNY,2026-01-24T12:00:00
AWBXKIG6G,HUB_CONSTANTA,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T12:00:00
AWBAA4ADO,HUB_ARAD,HUB_BACAU,1,1,SUNNY,2026-01-24T12:00:00
AWBHF9SIK,HUB_BUCURESTI,HUB_IASI,1,1,SUNNY,2026-01-24T12:00:00
AWB62V9F,HUB_GALATI,HUB_PLOIESTI,1,1,SUNNY,2026-01-24T12:00:00
AWB67X4R,HUB_GALATI,HUB_CLUJ,1,1,SUNNY,2026-01-24T12:00:00
AWBXS2GCM,HUB_GALATI,HUB_BACAU,1,1,SUNNY,2026-01-24T12:00:00
AWBCT5D4M,HUB_BUCURESTI,HUB_CONSTANTA,1,1,SUNNY,2026-01-24T12:00:00
AWBQM3WIC,HUB_CRAIOVA,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBU32WO7,HUB_IASI,HUB_SIBIU,1,1,SUNNY,2026-01-24T12:00:00
AWBXJ6PED,HUB_ARAD,HUB_CRAIOVA,1,1,SUNNY,2026-01-24T12:00:00
AWBN7K047,HUB_CRAIOVA,HUB_ARAD,1,1,SUNNY,2026-01-24T12:00:00
AWBIFMV5,HUB_CONSTANTA,HUB_PITESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBOOVRXE,HUB_GALATI,HUB_BACAU,1,1,SUNNY,2026-01-24T12:00:00
AWB9Z3WI,HUB_PLOIESTI,HUB_IASI,1,1,SUNNY,2026-01-24T12:00:00
AWBKHYB2C,HUB_IASI,HUB_CLUJ,1,1,SUNNY,2026-01-24T12:00:00
AWB04WNGC,HUB_BUCURESTI,HUB_PITESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBA4SC8G,HUB_TIMISOARA,HUB_BACAU,1,1,SUNNY,2026-01-24T12:00:00
AWBB9ANR8G,HUB_ARAD,HUB_BRASOV,1,1,SUNNY,2026-01-24T12:00:00
AWB60S55O,HUB_BRASOV,HUB_ORADEA,1,1,SUNNY,2026-01-24T12:00:00
AWBPR70DI,HUB_GALATI,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWBA6NVX7,HUB_ORADEA,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWBVNJ19,HUB_GALATI,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBP3DSUJ,HUB_CONSTANTA,HUB_GALATI,1,1,SUNNY,2026-01-24T12:00:00
AWBAK03DD,HUB_CLUJ,HUB_CONSTANTA,1,1,SUNNY,2026-01-24T12:00:00
AWBDJIZYU,HUB_PLOIESTI,HUB_ARAD,1,1,SUNNY,2026-01-24T12:00:00
AWBRKEKF,HUB_PLOIESTI,HUB_SIBIU,1,1,SUNNY,2026-01-24T12:00:00
AWBZVKY0XJ,HUB_CLUJ,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBDL82L,HUB_ARAD,HUB_CRAIOVA,1,1,SUNNY,2026-01-24T12:00:00
AWBY1VO4A,HUB_IASI,HUB_CLUJ,1,1,SUNNY,2026-01-24T12:00:00
AWBQUXUQ,HUB_ORADEA,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWB5GB5UC,HUB_CRAIOVA,HUB_ORADEA,1,1,SUNNY,2026-01-24T12:00:00
AWBMKG7PD,HUB_BACAU,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBQUHV3M,HUB_CONSTANTA,HUB_BACAU,1,1,SUNNY,2026-01-24T12:00:00
AWBV9HXHD,HUB_CONSTANTA,HUB_CRAIOVA,1,1,SUNNY,2026-01-24T12:00:00
AWBNRQZUM,HUB_BRASOV,HUB_IASI,1,1,SUNNY,2026-01-24T12:00:00
AWBRXX04A,HUB_IASI,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWB7YT4M,HUB_BRASOV,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWBSF4XUM,HUB_CONSTANTA,HUB_PLOIESTI,1,1,SUNNY,2026-01-24T12:00:00
AWB896N1,HUB_BACAU,HUB_IASI,1,1,SUNNY,2026-01-24T12:00:00
AWB06CU5M,HUB_BUCURESTI,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWBG17I2U,HUB_TIMISOARA,HUB_SIBIU,1,1,SUNNY,2026-01-24T12:00:00
AWBC3A64U,HUB_GALATI,HUB_CONSTANTA,1,1,SUNNY,2026-01-24T12:00:00
AWBS0W2JJ,HUB_GALATI,HUB_IASI,1,1,SUNNY,2026-01-24T12:00:00
AWB6OAJ9G,HUB_SIBIU,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T12:00:00
AWBYCPW0O,HUB_ARAD,HUB_IASI,1,1,SUNNY,2026-01-24T12:00:00
AWB57B48H,HUB_ORADEA,HUB_PLOIESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBS93OD,HUB_BRASOV,HUB_ORADEA,1,1,SUNNY,2026-01-24T12:00:00
AWBA9SX7,HUB_CONSTANTA,HUB_BRASOV,1,1,SUNNY,2026-01-24T12:00:00
AWBDU58S,HUB_PLOIESTI,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWBKUFP6N,HUB_CRAIOVA,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWB0WZTYD,HUB_BRASOV,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWBN7YCW6,HUB_ORADEA,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBMDYG1,HUB_IASI,HUB_BRASOV,1,1,SUNNY,2026-01-24T12:00:00
AWBI6K2VG,HUB_CONSTANTA,HUB_BACAU,1,1,SUNNY,2026-01-24T12:00:00
AWBD8F9PSJ,HUB_IASI,HUB_CONSTANTA,1,1,SUNNY,2026-01-24T12:00:00
AWBVSQBS6,HUB_SIBIU,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T12:00:00
AWBFEX3V,HUB_BACAU,HUB_PITESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBG1Z88Q,HUB_GALATI,HUB_PITESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBHN4E0R,HUB_TIMISOARA,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBIO8F59,HUB_BUCURESTI,HUB_ORADEA,1,1,SUNNY,2026-01-24T12:00:00
AWB2K8ETR,HUB_BACAU,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWB9WFI29,HUB_BRASOV,HUB_ARAD,1,1,SUNNY,2026-01-24T12:00:00
AWBBK778,HUB_TIMISOARA,HUB_PLOIESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBCZTDRG,HUB_ORADEA,HUB_SIBIU,1,1,SUNNY,2026-01-24T12:00:00
AWB3RJY7,HUB_OTOPENI,HUB_BRASOV,1,1,SUNNY,2026-01-24T12:00:00
AWB9KV6T,HUB_IASI,HUB_PITESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBQCVN6H,HUB_OTOPENI,HUB_CLUJ,1,1,SUNNY,2026-01-24T12:00:00
AWBAL6DP8,HUB_ORADEA,HUB_CLUJ,1,1,SUNNY,2026-01-24T12:00:00
AWBD799LB,HUB_ARAD,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWBN4UGI,HUB_CRAIOVA,HUB_IASI,1,1,SUNNY,2026-01-24T12:00:00
AWB44LLH9,HUB_BUCURESTI,HUB_ORADEA,1,1,SUNNY,2026-01-24T12:00:00
AWBGA2BH,HUB_CRAIOVA,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBK6PBZ,HUB_ARAD,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWB58KURA,HUB_SIBIU,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBYWD3GQ,HUB_OTOPENI,HUB_CRAIOVA,1,1,SUNNY,2026-01-24T12:00:00
AWB9D3BIH,HUB_IASI,HUB_ORADEA,1,1,SUNNY,2026-01-24T12:00:00
AWBEPJO0L,HUB_OTOPENI,HUB_BRASOV,1,1,SUNNY,2026-01-24T12:00:00
AWB0X21D8,HUB_CONSTANTA,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWBESKMUO,HUB_TIMISOARA,HUB_BACAU,1,1,SUNNY,2026-01-24T12:00:00
AWBD4REG,HUB_PITESTI,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWB5QF3RR,HUB_PITESTI,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T12:00:00
AWB909CIM,HUB_ORADEA,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWBD1NYTH,HUB_IASI,HUB_BACAU,1,1,SUNNY,2026-01-24T12:00:00
AWB4EXJ7,HUB_ARAD,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T12:00:00
AWBSOZ752,HUB_GALATI,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWBMC5UID,HUB_ARAD,HUB_IASI,1,1,SUNNY,2026-01-24T12:00:00
AWB48X3PO,HUB_ARAD,HUB_CLUJ,1,1,SUNNY,2026-01-24T12:00:00
AWBGPF5DQ,HUB_BUCURESTI,HUB_CONSTANTA,1,1,SUNNY,2026-01-24T12:00:00
AWBSNZQP7,HUB_SIBIU,HUB_GALATI,1,1,SUNNY,2026-01-24T12:00:00
AWBAV9B3A,HUB_SIBIU,HUB_CLUJ,1,1,SUNNY,2026-01-24T12:00:00
AWBKM99WK,HUB_ARAD,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWBDR2XG,HUB_PITESTI,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T12:00:00
AWBPHYYP,HUB_PLOIESTI,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBA5X5SS,HUB_TIMISOARA,HUB_SIBIU,1,1,SUNNY,2026-01-24T12:00:00
AWBEJLQ35,HUB_CONSTANTA,HUB_GALATI,1,1,SUNNY,2026-01-24T12:00:00
AWB7O7K1E,HUB_IASI,HUB_CRAIOVA,1,1,SUNNY,2026-01-24T12:00:00
AWBA4IMP,HUB_TIMISOARA,HUB_BACAU,1,1,SUNNY,2026-01-24T12:00:00
AWB97ZRWF,HUB_BRASOV,HUB_ORADEA,1,1,SUNNY,2026-01-24T12:00:00
AWBNT88X,HUB_IASI,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T12:00:00
AWBKT9MTS,HUB_ORADEA,HUB_ARAD,1,1,SUNNY,2026-01-24T12:00:00
AWBY7X6SE,HUB_CONSTANTA,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T12:00:00
AWBCIM2G,HUB_CRAIOVA,HUB_PITESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBPBV2U,HUB_PLOIESTI,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBAFFXHX,HUB_OTOPENI,HUB_PLOIESTI,1,1,SUNNY,2026-01-24T12:00:00
AWB2F5YAR,HUB_ARAD,HUB_CONSTANTA,1,1,SUNNY,2026-01-24T12:00:00
AWB8NCPCD,HUB_PLOIESTI,HUB_PITESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBRREJEC,HUB_ORADEA,HUB_PLOIESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBPBMMXH,HUB_TIMISOARA,HUB_PLOIESTI,1,1,SUNNY,2026-01-24T12:00:00
AWBQY7J56,HUB_IASI,HUB_BACAU,1,1,SUNNY,2026-01-24T12:00:00
AWBRJQ31,HUB_GALATI,HUB_OTOPENI,1,1,SUNNY,2026-01-24T12:00:00
AWBBOYZMN,HUB_GALATI,HUB_SIBIU,1,1,SUNNY,2026-01-24T12:00:00
