AWB_ID,Origin,Final_Destination,Part,Total,Weather,Timestamp
AWBAJKA,HUB_CONSTANTA,HUB_GALATI,1,1,SUNNY,2026-01-24T18:00:00
AWB1D7D25,HUB_TIMISOARA,HUB_BACAU,1,1,SUNNY,2026-01-24T18:00:00
AWBKG3L5,HUB_SIBIU,HUB_PITESTI,1,1,SUNNY,2026-01-24T18:00:00
AWBICMKEU,HUB_CLUJ,HUB_PITESTI,1,1,SUNNY,2026-01-24T18:00:00
AWBE5SLC,HUB_SIBIU,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T18:00:00
AWBPSZFVH,HUB_TIMISOARA,HUB_BRASOV,1,1,SUNNY,2026-01-24T18:00:00
AWBYSHFUI,HUB_SIBIU,HUB_GALATI,1,1,SUNNY,2026-01-24T18:00:00
AWBAAX7H8,HUB_PLOIESTI,HUB_ARAD,1,1,SUNNY,2026-01-24T18:00:00
AWB0G4IZK,HUB_CONSTANTA,HUB_CLUJ,1,1,SUNNY,2026-01-24T18:00:00
AWBQK6QDS,HUB_CLUJ,HUB_CONSTANTA,1,1,SUNNY,2026-01-24T18:00:00
AWBDX8VNC,HUB_PITESTI,HUB_SIBIU,1,1,SUNNY,2026-01-24T18:00:00
AWB7D79TP,HUB_GALATI,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T18:00:00
AWBWZWISS,HUB_BUCURESTI,HUB_CLUJ,1,1,SUNNY,2026-01-24T18:00:00
AWBN80UIN,HUB_GALATI,HUB_BACAU,1,1,SUNNY,2026-01-24T18:00:00
AWBA6LAHR,HUB_CRAIOVA,HUB_SIBIU,1,1,SUNNY,2026-01-24T18:00:00
AWBCPV8WR,HUB_OTOPENI,HUB_BRASOV,1,1,SUNNY,2026-01-24T18:00:00
AWBZMNPD,HUB_ARAD,HUB_BRASOV,1,1,SUNNY,2026-01-24T18:00:00
AWBY1ZZHC,HUB_PLOIESTI,HUB_CRAIOVA,1,1,SUNNY,2026-01-24T18:00:00
AWBU2LE06,HUB_GALATI,HUB_BACAU,1,1,SUNNY,2026-01-24T18:00:00
AWBEGQYTV,HUB_CRAIOVA,HUB_CONSTANTA,1,1,SUNNY,2026-01-24T18:00:00
AWBYRV3MP,HUB_ARAD,HUB_PITESTI,1,1,SUNNY,2026-01-24T18:00:00
AWB60L4PG,HUB_CLUJ,HUB_ARAD,1,1,SUNNY,2026-01-24T18:00:00
AWBWRV2J,HUB_TIMISOARA,HUB_CLUJ,1,1,SUNNY,2026-01-24T18:00:00
AWBKO08ZF,HUB_ORADEA,HUB_BRASOV,1,1,SUNNY,2026-01-24T18:00:00
AWBL2NC6,HUB_BACAU,HUB_CRAIOVA,1,1,SUNNY,2026-01-24T18:00:00
AWBXXD6Z8,HUB_SIBIU,HUB_OTOPENI,1,1,SUNNY,2026-01-24T18:00:00
AWBUGAKLI,HUB_CLUJ,HUB_ARAD,1,1,SUNNY,2026-01-24T18:00:00
AWBV9JOE,HUB_SIBIU,HUB_IASI,1,1,SUNNY,2026-01-24T18:00:00
AWBB9KXH3,HUB_ARAD,HUB_ORADEA,1,1,SUNNY,2026-01-24T18:00:00
AWB1AIU8,HUB_BACAU,HUB_SIBIU,1,1,SUNNY,2026-01-24T18:00:00
AWB0S2RH,HUB_OTOPENI,HUB_CONSTANTA,1,1,SUNNY,2026-01-24T18:00:00
AWB6VCZTL,HUB_GALATI,HUB_CLUJ,1,1,SUNNY,2026-01-24T18:00:00
AWBL4OZCB,HUB_IASI,HUB_GALATI,1,1,SUNNY,2026-01-24T18:00:00
AWBKAZESB,HUB_BRASOV,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T18:00:00
AWBXUZIK,HUB_ARAD,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T18:00:00
AWB4A22RI,HUB_BRASOV,HUB_GALATI,1,1,SUNNY,2026-01-24T18:00:00
AWBJKU7P,HUB_CLUJ,HUB_OTOPENI,1,1,SUNNY,2026-01-24T18:00:00
AWB1WW2CB,HUB_GALATI,HUB_ORADEA,1,1,SUNNY,2026-01-24T18:00:00
AWB2P36G2,HUB_PLOIESTI,HUB_BACAU,1,1,SUNNY,2026-01-24T18:00:00
AWBEXFMTL,HUB_PLOIESTI,HUB_IASI,1,1,SUNNY,2026-01-24T18:00:00
AWBCDM92V,HUB_CONSTANTA,HUB_BUCURESTI,1,1,SUNNY,2026-01-24T18:00:00
AWBFJYVQ4D,HUB_SIBIU,HUB_BACAU,1,1,SUNNY,2026-01-24T18:00:00
AWBS19I4,HUB_TIMISOARA,HUB_PITESTI,1,1,SUNNY,2026-01-24T18:00:00
AWBL2F2E4,HUB_PITESTI,HUB_BRASOV,1,1,SUNNY,2026-01-24T18:00:00
AWBAFCIJQ,HUB_GALATI,HUB_BRASOV,1,1,SUNNY,2026-01-24T18:00:00
AWB2ODJ8O,HUB_PITESTI,HUB_GALATI,1,1,SUNNY,2026-01-24T18:00:00
AWBX08IKQ,HUB_CRAIOVA,HUB_GALATI,1,1,SUNNY,2026-01-24T18:00:00
AWB5F0XHH,HUB_BRASOV,HUB_SIBIU,1,1,SUNNY,2026-01-24T18:00:00
AWBD04RN,HUB_CLUJ,HUB_BRASOV,1,1,SUNNY,2026-01-24T18:00:00
AWBHYJNGL,HUB_PITESTI,HUB_CONSTANTA,1,1,SUNNY,2026-01-24T18:00:00
AWBGYC5WQ,HUB_TIMISOARA,HUB_SIBIU,1,1,SUNNY,2026-01-24T18:00:00
AWB9490OM,HUB_BACAU,HUB_OTOPENI,1,1,SUNNY,2026-01-24T18:00:00
AWBD0FF5N,HUB_CLUJ,HUB_CONSTANTA,1,1,SUNNY,2026-01-24T18:00:00
AWB0VQPKD,HUB_IASI,HUB_BACAU,1,1,SUNNY,2026-01-24T18:00:00
AWBOU4V3E,HUB_OTOPENI,HUB_CRAIOVA,1,1,SUNNY,2026-01-24T18:00:00
AWBFPOUI,HUB_ORADEA,HUB_TIMISOARA,1,1,SUNNY,2026-01-24T18:00:00
AWBSFT1T7,HUB_OTOPENI,HUB_CLUJ,1,1,SUNNY,2026-01-24T18:00:00
AWBDZ84D9,HUB_TIMISOARA,HUB_BRASOV,1,1,SUNNY,2026-01-24T18:00:00
AWBMNM4HVI,HUB_TIMISOARA,HUB_PLOIESTI,1,1,SUNNY,2026-01-24T18:00:00
AWBXFS54C,HUB_GALATI,HUB_IASI,1,1,SUNNY,2026-01-24T18:00:00
AWBFW344K,HUB_ARAD,HUB_BACAU,1,1,SUNNY,2026-01-24T18:00:00
AWBCY43LI,HUB_PLOIESTI,HUB_SIBIU,1,1,SUNNY,2026-01-24T18:00:00
AWBC7PD7,HUB_CRAIOVA,HUB_OTOPENI,1,1,SUNNY,2026-01-24T18:00:00
AWBX0UQ00E,HUB_ARAD,HUB_ORADEA,1,1,SUNNY,2026-01-24T18:00:00
