AWB_ID,Origin,Final_Destination,Part,Total,Weather,Timestamp
AWBF3Y1KF,HUB_GALATI,HUB_BRASOV,1,1,SUNNY,2026-01-27T0:00:00
AWB7QBDXQ,HUB_SIBIU,HUB_BRASOV,1,1,SUNNY,2026-01-27T0:00:00
AWB400GOE,HUB_TIMISOARA,HUB_BUCURESTI,1,1,SUNNY,2026-01-27T0:00:00
AWB116PQ8,HUB_OTOPENI,HUB_ORADEA,1,1,SUNNY,2026-01-27T0:00:00
AWB6GHIOS,HUB_PITESTI,HUB_CLUJ,1,1,SUNNY,2026-01-27T0:00:00
AWBMM7298,HUB_ARAD,HUB_SIBIU,1,1,SUNNY,2026-01-27T0:00:00
AWB6WZFD9,HUB_PLOIESTI,HUB_PITESTI,1,1,SUNNY,2026-01-27T0:00:00
AWBVISMO,HUB_IASI,HUB_PLOIESTI,1,1,SUNNY,2026-01-27T0:00:00
AWBDIHPO2,HUB_PLOIESTI,HUB_PITESTI,1,1,SUNNY,2026-01-27T0:00:00
AWBR6JBIA,HUB_SIBIU,HUB_ORADEA,1,1,SUNNY,2026-01-27T0:00:00
AWBRQ2E3,HUB_IASI,HUB_BRASOV,1,1,SUNNY,2026-01-27T0:00:00
AWBUR06Y,HUB_GALATI,HUB_ORADEA,1,1,SUNNY,2026-01-27T0:00:00
AWBLZM97Q,HUB_CRAIOVA,HUB_GALATI,1,1,SUNNY,2026-01-27T0:00:00
AWB5WVC98,HUB_CONSTANTA,HUB_PITESTI,1,1,SUNNY,2026-01-27T0:00:00
AWBIVN806,HUB_SIBIU,HUB_TIMISOARA,1,1,SUNNY,2026-01-27T0:00:00
AWBWN1A9O,HUB_CLUJ,HUB_GALATI,1,1,SUNNY,2026-01-27T0:00:00
AWBV94AMU,HUB_BACAU,HUB_ARAD,1,1,SUNNY,2026-01-27T0:00:00
AWBNE3BF,HUB_SIBIU,HUB_ARAD,1,1,SUNNY,2026-01-27T0:00:00
AWB8KUFR,HUB_GALATI,HUB_CRAIOVA,1,1,SUNNY,2026-01-27T0:00:00
AWB2WHPGF,HUB_IASI,HUB_ORADEA,1,1,SUNNY,2026-01-27T0:00:00
AWBTCMT,HUB_PLOIESTI,HUB_BRASOV,1,1,SUNNY,2026-01-27T0:00:00
AWB4OY3M,HUB_PITESTI,HUB_CLUJ,1,1,SUNNY,2026-01-27T0:00:00
AWBF7X0ZS,HUB_PLOIESTI,HUB_ARAD,1,1,SUNNY,2026-01-27T0:00:00
AWBY9U0KH,HUB_CRAIOVA,HUB_OTOPENI,1,1,SUNNY,2026-01-27T0:00:00
AWBDBJYFA,HUB_CONSTANTA,HUB_BUCURESTI,1,1,SUNNY,2026-01-27T0:00:00
AWBL0KGKS,HUB_TIMISOARA,HUB_BRASOV,1,1,SUNNY,2026-01-27T0:00:00
AWBCA7AZA,HUB_TIMISOARA,HUB_IASI,1,1,SUNNY,2026-01-27T0:00:00
AWB7TZGL,HUB_BUCURESTI,HUB_CONSTANTA,1,1,SUNNY,2026-01-27T0:00:00
AWB1ZFVII,HUB_OTOPENI,HUB_PITESTI,1,1,SUNNY,2026-01-27T0:00:00
AWB8LKPF,HUB_PITESTI,HUB_BACAU,1,1,SUNNY,2026-01-27T0:00:00
AWBHSLNT,HUB_BUCURESTI,HUB_CONSTANTA,1,1,SUNNY,2026-01-27T0:00:00
AWBJOIYAB,HUB_IASI,HUB_CLUJ,1,1,SUNNY,2026-01-27T0:00:00
AWBZXO06F,HUB_BRASOV,HUB_TIMISOARA,1,1,SUNNY,2026-01-27T0:00:00
AWBTJU7WF,HUB_CONSTANTA,HUB_BUCURESTI,1,1,SUNNY,2026-01-27T0:00:00
AWBXLGYMK,HUB_CLUJ,HUB_IASI,1,1,SUNNY,2026-01-27T0:00:00
AWBQKH38K,HUB_OTOPENI,HUB_TIMISOARA,1,1,SUNNY,2026-01-27T0:00:00
AWBE69YWH,HUB_BRASOV,HUB_IASI,1,1,SUNNY,2026-01-27T0:00:00
AWBDTB4T,HUB_ARAD,HUB_SIBIU,1,1,SUNNY,2026-01-27T0:00:00
AWBBAS72F,HUB_GALATI,HUB_CRAIOVA,1,1,SUNNY,2026-01-27T0:00:00
AWB0YC2TR,HUB_BACAU,HUB_GALATI,1,1,SUNNY,2026-01-27T0:00:00
AWBBCX8B,HUB_CONSTANTA,HUB_CRAIOVA,1,1,SUNNY,2026-01-27T0:00:00
AWB1ZDNZS,HUB_IASI,HUB_PLOIESTI,1,1,SUNNY,2026-01-27T0:00:00
AWBZ2GP9,HUB_BUCURESTI,HUB_CRAIOVA,1,1,SUNNY,2026-01-27T0:00:00
AWBUL7RCDYG,HUB_CONSTANTA,HUB_IASI,1,1,SUNNY,2026-01-27T0:00:00
AWBI6CZRP,HUB_CONSTANTA,HUB_PITESTI,1,1,SUNNY,2026-01-27T0:00:00
AWBU00VV8,HUB_SIBIU,HUB_GALATI,1,1,SUNNY,2026-01-27T0:00:00
AWB09I39,HUB_CRAIOVA,HUB_BUCURESTI,1,1,SUNNY,2026-01-27T0:00:00
AWBK2P23B,HUB_GALATI,HUB_CRAIOVA,1,1,SUNNY,2026-01-27T0:00:00
AWBDEKSXP,HUB_IASI,HUB_BUCURESTI,1,1,SUNNY,2026-01-27T0:00:00
AWBA6BGQC,HUB_PITESTI,HUB_BACAU,1,1,SUNNY,2026-01-27T0:00:00
AWBRA30V,HUB_PITESTI,HUB_ORADEA,1,1,SUNNY,2026-01-27T0:00:00
AWB2SW85R,HUB_BRASOV,HUB_TIMISOARA,1,1,SUNNY,2026-01-27T0:00:00
AWB89MQK8,HUB_ARAD,HUB_PLOIESTI,1,1,SUNNY,2026-01-27T0:00:00
AWB6V3X4,HUB_CONSTANTA,HUB_OTOPENI,1,1,SUNNY,2026-01-27T0:00:00
AWBGM6GFG,HUB_TIMISOARA,HUB_BACAU,1,1,SUNNY,2026-01-27T0:00:00
AWBDHAWB9,HUB_PLOIESTI,HUB_CRAIOVA,1,1,SUNNY,2026-01-27T0:00:00
AWBBLJNWC,HUB_ARAD,HUB_BRASOV,1,1,SUNNY,2026-01-27T0:00:00
AWBASZ7ZE,HUB_OTOPENI,HUB_PITESTI,1,1,SUNNY,2026-01-27T0:00:00
AWBHBMR1,HUB_BRASOV,HUB_PLOIESTI,1,1,SUNNY,2026-01-27T0:00:00
AWBAON8BK,HUB_TIMISOARA,HUB_CLUJ,1,1,SUNNY,2026-01-27T0:00:00
AWBY3FPNS,HUB_IASI,HUB_BACAU,1,1,SUNNY,2026-01-27T0:00:00
AWB8W2XSC,HUB_TIMISOARA,HUB_CLUJ,1,1,SUNNY,2026-01-27T0:00:00
AWBYQ8TDG,HUB_PLOIESTI,HUB_CRAIOVA,1,1,SUNNY,2026-01-27T0:00:00
AWBE9DNO,HUB_IASI,HUB_GALATI,1,1,SUNNY,2026-01-27T0:00:00
AWBTIPC2B,HUB_SIBIU,HUB_BACAU,1,1,SUNNY,2026-01-27T0:00:00
AWBC2QPXA,HUB_ORADEA,HUB_GALATI,1,1,SUNNY,2026-01-27T0:00:00
AWBLCWP9,HUB_ORADEA,HUB_CRAIOVA,1,1,SUNNY,2026-01-27T0:00:00
AWBBMU7SM,HUB_CRAIOVA,HUB_SIBIU,1,1,SUNNY,2026-01-27T0:00:00
AWBLY8SN,HUB_SIBIU,HUB_ORADEA,1,1,SUNNY,2026-01-27T0:00:00
AWBMANE3L,HUB_CLUJ,HUB_PITESTI,1,1,SUNNY,2026-01-27T0:00:00
