AWB_ID,Origin,Final_Destination,Part,Total,Weather,Timestamp
AWB3BC7E,HUB_BUCURESTI,HUB_CONSTANTA,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWB3BC7E,HUB_BUCURESTI,HUB_CONSTANTA,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWB3BC7E,HUB_BUCURESTI,HUB_CONSTANTA,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWB825DNC,HUB_BUCURESTI,HUB_SIBIU,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWBQE06AW,HUB_BUCURESTI,HUB_TIMISOARA,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWBQE06AW,HUB_BUCURESTI,HUB_TIMISOARA,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWBQE06AW,HUB_BUCURESTI,HUB_TIMISOARA,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBHEOZJX,HUB_BUCURESTI,HUB_OTOPENI,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBHEOZJX,HUB_BUCURESTI,HUB_OTOPENI,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWB0OROJE,HUB_BUCURESTI,HUB_CLUJ,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWB0OROJE,HUB_BUCURESTI,HUB_CLUJ,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBHN3Y9E,HUB_BUCURESTI,HUB_CONSTANTA,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWBHN3Y9E,HUB_BUCURESTI,HUB_CONSTANTA,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWBHN3Y9E,HUB_BUCURESTI,HUB_CONSTANTA,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWB1QOOGOF,HUB_BUCURESTI,HUB_PITESTI,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWB1QOOGOF,HUB_BUCURESTI,HUB_PITESTI,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWB1QOOGOF,HUB_BUCURESTI,HUB_PITESTI,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBYWLOQ,HUB_BUCURESTI,HUB_SIBIU,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBYWLOQ,HUB_BUCURESTI,HUB_SIBIU,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBRM456,HUB_BUCURESTI,HUB_IASI,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWBRM456,HUB_BUCURESTI,HUB_IASI,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWBRM456,HUB_BUCURESTI,HUB_IASI,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBPOT13K,HUB_BUCURESTI,HUB_ORADEA,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWBFIGQTR,HUB_BUCURESTI,HUB_GALATI,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWB5GTI6D,HUB_BUCURESTI,HUB_BACAU,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWB5GTI6D,HUB_BUCURESTI,HUB_BACAU,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWB5GTI6D,HUB_BUCURESTI,HUB_BACAU,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWB4IB8AO,HUB_BUCURESTI,HUB_PITESTI,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWB1HI7KC,HUB_BUCURESTI,HUB_SIBIU,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWBQXYR91,HUB_BUCURESTI,HUB_ORADEA,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBQXYR91,HUB_BUCURESTI,HUB_ORADEA,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBG9PAQH,HUB_BUCURESTI,HUB_ARAD,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWBZUDJCQ,HUB_BUCURESTI,HUB_IASI,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBZUDJCQ,HUB_BUCURESTI,HUB_IASI,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBB8QMFI,HUB_BUCURESTI,HUB_OTOPENI,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBB8QMFI,HUB_BUCURESTI,HUB_OTOPENI,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBC497FE,HUB_BUCURESTI,HUB_PLOIESTI,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWBC497FE,HUB_BUCURESTI,HUB_PLOIESTI,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWBC497FE,HUB_BUCURESTI,HUB_PLOIESTI,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBVFD693,HUB_BUCURESTI,HUB_SIBIU,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWB9C2K0I,HUB_BUCURESTI,HUB_PLOIESTI,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWB9C2K0I,HUB_BUCURESTI,HUB_PLOIESTI,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBH7FAMJ,HUB_BUCURESTI,HUB_SIBIU,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWBH9Z78,HUB_BUCURESTI,HUB_OTOPENI,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWB1NQUEA,HUB_BUCURESTI,HUB_TIMISOARA,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWB1NQUEA,HUB_BUCURESTI,HUB_TIMISOARA,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWB1NQUEA,HUB_BUCURESTI,HUB_TIMISOARA,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWB1A752,HUB_BUCURESTI,HUB_IASI,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWB1A752,HUB_BUCURESTI,HUB_IASI,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBU0TEWV,HUB_BUCURESTI,HUB_BRASOV,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBU0TEWV,HUB_BUCURESTI,HUB_BRASOV,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBPSZRMC,HUB_BUCURESTI,HUB_BACAU,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBPSZRMC,HUB_BUCURESTI,HUB_BACAU,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBQY5A5F,HUB_BUCURESTI,HUB_GALATI,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWBQY5A5F,HUB_BUCURESTI,HUB_GALATI,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWBQY5A5F,HUB_BUCURESTI,HUB_GALATI,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBCOFIAA,HUB_BUCURESTI,HUB_ARAD,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBCOFIAA,HUB_BUCURESTI,HUB_ARAD,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBJC1Q9U,HUB_OTOPENI,HUB_CRAIOVA,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBJC1Q9U,HUB_OTOPENI,HUB_CRAIOVA,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBU3C8HB,HUB_OTOPENI,HUB_GALATI,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWBYCX6WG,HUB_OTOPENI,HUB_CLUJ,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWBYCX6WG,HUB_OTOPENI,HUB_CLUJ,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWBYCX6WG,HUB_OTOPENI,HUB_CLUJ,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBHVNHP,HUB_OTOPENI,HUB_CONSTANTA,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBHVNHP,HUB_OTOPENI,HUB_CONSTANTA,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWB76KM2,HUB_OTOPENI,HUB_CONSTANTA,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWB76KM2,HUB_OTOPENI,HUB_CONSTANTA,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWB76KM2,HUB_OTOPENI,HUB_CONSTANTA,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBRMQ0X,HUB_OTOPENI,HUB_CLUJ,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWBF3WFKI,HUB_OTOPENI,HUB_TIMISOARA,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBF3WFKI,HUB_OTOPENI,HUB_TIMISOARA,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBW09A7,HUB_OTOPENI,HUB_IASI,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWBW09A7,HUB_OTOPENI,HUB_IASI,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWBW09A7,HUB_OTOPENI,HUB_IASI,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBFILIJ,HUB_OTOPENI,HUB_IASI,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWBMTKCU,HUB_OTOPENI,HUB_PITESTI,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBMTKCU,HUB_OTOPENI,HUB_PITESTI,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBPFEPTE,HUB_OTOPENI,HUB_PLOIESTI,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBPFEPTE,HUB_OTOPENI,HUB_PLOIESTI,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBU3HLH,HUB_OTOPENI,HUB_BRASOV,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWBU3HLH,HUB_OTOPENI,HUB_BRASOV,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWBU3HLH,HUB_OTOPENI,HUB_BRASOV,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBGZ7QN6,HUB_OTOPENI,HUB_GALATI,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBGZ7QN6,HUB_OTOPENI,HUB_GALATI,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBVLLBHH,HUB_OTOPENI,HUB_ORADEA,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBVLLBHH,HUB_OTOPENI,HUB_ORADEA,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWB2F8PSP,HUB_OTOPENI,HUB_GALATI,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWB2F8PSP,HUB_OTOPENI,HUB_GALATI,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWB2F8PSP,HUB_OTOPENI,HUB_GALATI,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBIZHOB,HUB_OTOPENI,HUB_IASI,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWBIZHOB,HUB_OTOPENI,HUB_IASI,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWBIZHOB,HUB_OTOPENI,HUB_IASI,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBMXCT5J,HUB_OTOPENI,HUB_IASI,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWBMXCT5J,HUB_OTOPENI,HUB_IASI,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWBSIT8U,HUB_OTOPENI,HUB_CONSTANTA,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWBSIT8U,HUB_OTOPENI,HUB_CONSTANTA,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWBSIT8U,HUB_OTOPENI,HUB_CONSTANTA,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBDOGCE,HUB_OTOPENI,HUB_ARAD,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWB26IMFO,HUB_OTOPENI,HUB_IASI,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWB26IMFO,HUB_OTOPENI,HUB_IASI,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWB26IMFO,HUB_OTOPENI,HUB_IASI,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWB0EXW8G,HUB_OTOPENI,HUB_SIBIU,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWB0EXW8G,HUB_OTOPENI,HUB_SIBIU,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWB0EXW8G,HUB_OTOPENI,HUB_SIBIU,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBRLEDIL,HUB_OTOPENI,HUB_CONSTANTA,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWBRLEDIL,HUB_OTOPENI,HUB_CONSTANTA,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWBRLEDIL,HUB_OTOPENI,HUB_CONSTANTA,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWB0RC7EQ,HUB_OTOPENI,HUB_IASI,1,2,SUNNY,2026-01-20T22:00:00.000Z
AWB0RC7EQ,HUB_OTOPENI,HUB_IASI,2,2,SUNNY,2026-01-20T22:00:00.000Z
AWB7IR1G,HUB_OTOPENI,HUB_PITESTI,1,1,SUNNY,2026-01-20T22:00:00.000Z
AWB45OORJ,HUB_PLOIESTI,HUB_PITESTI,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWB45OORJ,HUB_PLOIESTI,HUB_PITESTI,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWB45OORJ,HUB_PLOIESTI,HUB_PITESTI,3,3,SUNNY,2026-01-20T22:00:00.000Z
AWBZ9WB8G,HUB_PLOIESTI,HUB_OTOPENI,1,3,SUNNY,2026-01-20T22:00:00.000Z
AWBZ9WB8G,HUB_PLOIESTI,HUB_OTOPENI,2,3,SUNNY,2026-01-20T22:00:00.000Z
AWBZ9WB8G,HUB_PLOIESTI,HUB_OTOPENI,3,3,SUNNY,2026-01-20T22:00:00.000Z
