AWB_ID,Origin,Final_Destination,Part,Total,Weather,Timestamp
AWBTL078Q,HUB_BUCURESTI,HUB_BRASOV,1,2,SUNNY,2026-01-21T16:00:00.000Z
AWBTL078Q,HUB_BUCURESTI,HUB_BRASOV,2,2,SUNNY,2026-01-21T16:00:00.000Z
AWBJHZMM,HUB_BUCURESTI,HUB_SIBIU,1,2,SUNNY,2026-01-21T16:00:00.000Z
AWBJHZMM,HUB_BUCURESTI,HUB_SIBIU,2,2,SUNNY,2026-01-21T16:00:00.000Z
AWBTUJQXK,HUB_BUCURESTI,HUB_CONSTANTA,1,2,SUNNY,2026-01-21T16:00:00.000Z
AWBTUJQXK,HUB_BUCURESTI,HUB_CONSTANTA,2,2,SUNNY,2026-01-21T16:00:00.000Z
AWBGOOBVO,HUB_BUCURESTI,HUB_BACAU,1,1,SUNNY,2026-01-21T16:00:00.000Z
AWBJE6DDT,HUB_BUCURESTI,HUB_OTOPENI,1,3,SUNNY,2026-01-21T16:00:00.000Z
AWBJE6DDT,HUB_BUCURESTI,HUB_OTOPENI,2,3,SUNNY,2026-01-21T16:00:00.000Z
AWBJE6DDT,HUB_BUCURESTI,HUB_OTOPENI,3,3,SUNNY,2026-01-21T16:00:00.000Z
AWBXWUEYM,HUB_BUCURESTI,HUB_BACAU,1,1,SUNNY,2026-01-21T16:00:00.000Z
AWB8RIPUD,HUB_BUCURESTI,HUB_CLUJ,1,2,SUNNY,2026-01-21T16:00:00.000Z
AWB8RIPUD,HUB_BUCURESTI,HUB_CLUJ,2,2,SUNNY,2026-01-21T16:00:00.000Z
AWBGLNROD,HUB_BUCURESTI,HUB_IASI,1,1,SUNNY,2026-01-21T16:00:00.000Z
AWBAMMQBD,HUB_BUCURESTI,HUB_CRAIOVA,1,1,SUNNY,2026-01-21T16:00:00.000Z
AWBWZOXCM,HUB_BUCURESTI,HUB_OTOPENI,1,3,SUNNY,2026-01-21T16:00:00.000Z
AWBWZOXCM,HUB_BUCURESTI,HUB_OTOPENI,2,3,SUNNY,2026-01-21T16:00:00.000Z
AWBWZOXCM,HUB_BUCURESTI,HUB_OTOPENI,3,3,SUNNY,2026-01-21T16:00:00.000Z
AWB7BH4HV,HUB_BUCURESTI,HUB_BRASOV,1,3,SUNNY,2026-01-21T16:00:00.000Z
AWB7BH4HV,HUB_BUCURESTI,HUB_BRASOV,2,3,SUNNY,2026-01-21T16:00:00.000Z
AWB7BH4HV,HUB_BUCURESTI,HUB_BRASOV,3,3,SUNNY,2026-01-21T16:00:00.000Z
AWBY3ZEJ5,HUB_BUCURESTI,HUB_ORADEA,1,2,SUNNY,2026-01-21T16:00:00.000Z
AWBY3ZEJ5,HUB_BUCURESTI,HUB_ORADEA,2,2,SUNNY,2026-01-21T16:00:00.000Z
AWBV18OU,HUB_BUCURESTI,HUB_PLOIESTI,1,3,SUNNY,2026-01-21T16:00:00.000Z
AWBV18OU,HUB_BUCURESTI,HUB_PLOIESTI,2,3,SUNNY,2026-01-21T16:00:00.000Z
AWBV18OU,HUB_BUCURESTI,HUB_PLOIESTI,3,3,SUNNY,2026-01-21T16:00:00.000Z
AWBX6KVAD,HUB_BUCURESTI,HUB_ORADEA,1,1,SUNNY,2026-01-21T16:00:00.000Z
